,age,capital.gain,capital.loss,education,education.num,fnlwgt,hours.per.week,income,marital.status,native.country,occupation,race,relationship,sex,workclass
24730,39,0,0,7th-8th,4,130620,40,0,Married-spouse-absent,Dominican-Republic,Machine-op-inspct,Other,Unmarried,Female,Private
24731,30,0,0,HS-grad,9,361817,25,0,Never-married,United-States,None,White,Own-child,Male,None
24732,47,0,0,Masters,14,235646,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
24733,32,0,0,Masters,14,53277,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24734,24,0,0,Assoc-acdm,12,456460,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Wife,Female,Private
24735,23,0,0,HS-grad,9,293091,30,0,Never-married,United-States,Sales,White,Own-child,Male,Private
24736,62,0,0,HS-grad,9,210935,20,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Private
24737,48,0,0,Some-college,10,199763,20,0,Married-civ-spouse,United-States,None,White,Wife,Female,None
24738,62,0,0,12th,8,223447,40,0,Divorced,Canada,None,White,Not-in-family,Male,None
24739,35,0,0,Bachelors,13,233533,65,0,Separated,United-States,Craft-repair,White,Not-in-family,Male,Self-emp-not-inc
24740,27,0,0,Bachelors,13,95647,40,0,Never-married,United-States,Prof-specialty,Asian-Pac-Islander,Own-child,Male,Private
24741,49,0,0,Some-college,10,199763,35,0,Divorced,United-States,Machine-op-inspct,White,Not-in-family,Female,Private
24742,18,0,0,10th,6,74539,20,0,Never-married,United-States,Sales,White,Not-in-family,Male,Private
24743,19,0,0,Some-college,10,84610,30,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
24744,63,0,0,Assoc-acdm,12,96930,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
24745,54,0,0,HS-grad,9,115602,40,0,Married-civ-spouse,United-States,Other-service,Black,Wife,Female,Private
24746,24,0,0,Some-college,10,237341,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Private
24747,61,0,0,10th,6,143800,50,1,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Private
24748,50,0,0,HS-grad,9,163921,48,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
24749,36,0,0,Bachelors,13,68273,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24750,21,0,0,Some-college,10,113163,50,0,Never-married,United-States,Adm-clerical,White,Own-child,Male,Private
24751,30,0,0,Some-college,10,345705,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Other-relative,Male,Private
24752,33,0,0,Some-college,10,192286,52,0,Divorced,United-States,Adm-clerical,Asian-Pac-Islander,Not-in-family,Female,Private
24753,39,0,0,HS-grad,9,236391,38,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Local-gov
24754,42,0,0,HS-grad,9,106679,50,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24755,47,0,0,HS-grad,9,308242,40,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
24756,42,0,0,Bachelors,13,46094,33,0,Divorced,United-States,Transport-moving,White,Not-in-family,Male,Local-gov
24757,29,0,0,Bachelors,13,194940,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24758,35,0,0,Bachelors,13,341643,55,0,Never-married,United-States,Sales,White,Not-in-family,Male,Private
24759,23,0,0,Some-college,10,210474,30,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
24760,28,0,0,Some-college,10,76313,60,0,Married-civ-spouse,United-States,Craft-repair,Amer-Indian-Eskimo,Husband,Male,Private
24761,34,0,0,HS-grad,9,115858,40,0,Divorced,United-States,Adm-clerical,White,Own-child,Female,Private
24762,40,0,0,Some-college,10,55191,40,0,Never-married,United-States,Adm-clerical,Black,Not-in-family,Female,Private
24763,67,0,0,HS-grad,9,364862,30,0,Widowed,United-States,Other-service,White,Not-in-family,Female,Self-emp-not-inc
24764,49,0,0,HS-grad,9,334787,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Private
24765,34,0,0,HS-grad,9,205733,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,Female,Private
24766,60,0,0,Bachelors,13,120163,40,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
24767,25,0,0,HS-grad,9,208591,40,0,Never-married,United-States,Machine-op-inspct,White,Own-child,Male,Private
24768,56,0,0,HS-grad,9,115422,40,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
24769,28,0,0,Bachelors,13,92262,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24770,31,0,0,Bachelors,13,91964,40,0,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,Private
24771,45,0,0,HS-grad,9,107682,40,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
24772,39,0,0,Masters,14,597843,50,0,Never-married,Columbia,Prof-specialty,White,Not-in-family,Female,Self-emp-not-inc
24773,19,0,0,HS-grad,9,389942,40,0,Never-married,United-States,Sales,White,Not-in-family,Male,Private
24774,23,0,0,12th,8,442274,40,0,Never-married,United-States,Adm-clerical,White,Unmarried,Male,Private
24775,23,0,0,7th-8th,4,595461,40,0,Never-married,Mexico,Craft-repair,White,Not-in-family,Male,Private
24776,33,0,0,Prof-school,15,127894,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
24777,35,0,0,Bachelors,13,196899,50,0,Never-married,Haiti,Handlers-cleaners,Asian-Pac-Islander,Not-in-family,Female,Private
24778,58,0,0,HS-grad,9,212534,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24779,61,0,0,HS-grad,9,71209,45,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24780,38,0,0,11th,7,190759,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24781,41,0,0,Bachelors,13,344624,50,1,Divorced,United-States,Exec-managerial,White,Not-in-family,Male,Private
24782,27,0,0,9th,5,194024,50,0,Separated,United-States,None,White,Unmarried,Female,None
24783,19,0,0,11th,7,87497,10,0,Never-married,United-States,Transport-moving,White,Other-relative,Male,Private
24784,22,0,0,Some-college,10,236907,20,0,Never-married,United-States,Handlers-cleaners,White,Own-child,Male,Private
24785,59,0,0,Assoc-acdm,12,169639,40,0,Widowed,United-States,Exec-managerial,White,Unmarried,Female,Private
24786,31,0,0,12th,8,149507,43,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24787,18,0,0,11th,7,294387,40,0,Never-married,United-States,Handlers-cleaners,White,Not-in-family,Male,Private
24788,20,0,0,Some-college,10,161708,35,0,Never-married,United-States,Sales,White,Own-child,Female,Private
24789,28,0,0,HS-grad,9,282389,60,0,Never-married,United-States,Transport-moving,White,Not-in-family,Male,Private
24790,28,0,0,Some-college,10,64940,30,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
24791,49,0,0,Bachelors,13,195727,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24792,38,0,0,HS-grad,9,37931,40,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov
24793,19,0,0,HS-grad,9,170720,20,0,Never-married,United-States,Sales,White,Own-child,Male,Private
24794,41,0,0,Some-college,10,39581,24,0,Divorced,El-Salvador,Adm-clerical,Black,Not-in-family,Female,Private
24795,50,0,0,Masters,14,206862,65,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24796,46,0,0,Bachelors,13,216934,40,0,Divorced,Portugal,Adm-clerical,White,Not-in-family,Male,Private
24797,20,0,0,Some-college,10,143062,40,0,Never-married,United-States,Farming-fishing,White,Own-child,Male,Private
24798,45,0,0,Bachelors,13,242391,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24799,28,0,0,Some-college,10,165030,50,0,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Private
24800,37,0,0,Some-college,10,199251,40,0,Married-civ-spouse,United-States,Other-service,White,Wife,Female,Private
24801,66,0,0,HS-grad,9,174491,40,0,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Private
24802,35,0,0,Some-college,10,333305,40,0,Married-civ-spouse,United-States,None,White,Own-child,Female,None
24803,38,0,0,Bachelors,13,203138,50,1,Married-civ-spouse,United-States,Adm-clerical,White,Wife,Female,Private
24804,25,0,0,11th,7,220220,45,0,Never-married,United-States,Handlers-cleaners,White,Own-child,Male,Private
24805,56,0,0,Some-college,10,201344,38,0,Widowed,United-States,Craft-repair,White,Unmarried,Female,Private
24806,47,0,0,Masters,14,218676,45,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc
24807,55,0,0,Bachelors,13,141807,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc
24808,41,0,0,Assoc-acdm,12,222434,40,0,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,State-gov
24809,47,0,0,Some-college,10,266860,65,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24810,41,0,0,Bachelors,13,159549,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24811,21,0,0,Some-college,10,195248,20,0,Never-married,United-States,Sales,Other,Own-child,Female,Private
24812,52,0,0,HS-grad,9,109413,40,0,Never-married,United-States,Sales,White,Not-in-family,Male,Private
24813,46,0,0,11th,7,185291,45,1,Married-civ-spouse,United-States,Handlers-cleaners,White,Husband,Male,Private
24814,21,0,0,Some-college,10,140012,20,0,Never-married,United-States,None,White,Own-child,Male,None
24815,35,0,0,Bachelors,13,114366,40,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
24816,29,0,0,HS-grad,9,169631,40,0,Married-spouse-absent,United-States,Adm-clerical,White,Own-child,Female,Private
24817,35,0,0,HS-grad,9,312232,50,0,Separated,United-States,Craft-repair,White,Not-in-family,Male,Private
24818,46,0,0,Bachelors,13,229737,50,1,Married-civ-spouse,India,Sales,White,Husband,Male,Private
24819,70,0,0,HS-grad,9,306563,40,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
24820,34,0,0,Some-college,10,106014,60,0,Divorced,United-States,Craft-repair,White,Not-in-family,Male,Private
24821,21,0,0,Assoc-voc,11,25265,30,0,Never-married,United-States,Machine-op-inspct,White,Not-in-family,Male,Private
24822,29,0,0,HS-grad,9,71860,60,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Private
24823,41,0,0,Masters,14,94113,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-inc
24824,51,0,0,HS-grad,9,208003,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
24825,22,0,0,HS-grad,9,113550,40,0,Never-married,United-States,Adm-clerical,White,Own-child,Female,Private
24826,47,0,0,Bachelors,13,83046,40,0,Never-married,United-States,Exec-managerial,White,Not-in-family,Male,Private
24827,19,0,0,HS-grad,9,205830,40,0,Never-married,El-Salvador,Other-service,White,Own-child,Female,Private
24828,23,0,0,Some-college,10,245147,40,0,Never-married,United-States,Handlers-cleaners,Black,Own-child,Male,Private
24829,49,0,0,HS-grad,9,274720,40,0,Married-civ-spouse,United-States,Craft-repair,Black,Husband,Male,Private
24830,58,0,0,Bachelors,13,163047,40,0,Divorced,United-States,Prof-specialty,White,Not-in-family,Female,Self-emp-not-inc
24831,41,0,0,Bachelors,13,47902,50,1,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,State-gov
24832,50,0,0,Bachelors,13,128798,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
24833,77,0,0,HS-grad,9,154205,10,0,Widowed,United-States,Adm-clerical,White,Not-in-family,Female,Private
24834,27,0,0,Assoc-voc,11,176683,60,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Private
24835,29,0,0,HS-grad,9,104737,60,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-inc
24836,54,0,0,Preschool,1,349340,40,0,Married-civ-spouse,India,Craft-repair,Asian-Pac-Islander,Husband,Male,Private
24837,39,0,0,Some-college,10,218249,37,0,Separated,United-States,Prof-specialty,Black,Unmarried,Female,State-gov
24838,32,0,0,Some-college,10,281540,50,0,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
24839,36,0,0,Bachelors,13,112847,40,0,Married-civ-spouse,United-States,Prof-specialty,Asian-Pac-Islander,Husband,Male,Federal-gov
24840,24,0,0,Bachelors,13,126613,20,0,Never-married,United-States,Prof-specialty,White,Own-child,Female,Local-gov
24841,32,0,0,HS-grad,9,34572,65,0,Divorced,United-States,Farming-fishing,White,Not-in-family,Male,Self-emp-not-inc
24842,26,0,0,Bachelors,13,104045,40,0,Never-married,United-States,Exec-managerial,White,Not-in-family,Female,Private
24843,49,0,0,Bachelors,13,57665,40,0,Divorced,United-States,None,White,Own-child,Female,None
24844,38,0,0,Assoc-voc,11,359001,42,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
24845,31,0,0,Some-college,10,201122,40,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24846,38,0,0,HS-grad,9,160035,55,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24847,50,0,0,Some-college,10,167886,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24848,18,0,0,11th,7,32059,40,0,Never-married,United-States,Handlers-cleaners,White,Own-child,Male,Private
24849,59,0,0,Masters,14,200453,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-inc
24850,56,0,0,Some-college,10,403072,50,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Self-emp-not-inc
24851,34,0,0,HS-grad,9,37210,50,0,Never-married,United-States,Adm-clerical,White,Own-child,Male,Private
24852,32,0,0,Bachelors,13,199416,40,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
24853,29,0,0,Bachelors,13,413227,35,0,Never-married,United-States,Other-service,White,Not-in-family,Male,Private
24854,29,0,0,Some-college,10,188675,40,0,Divorced,United-States,None,Black,Own-child,Male,None
24855,42,0,0,Bachelors,13,226902,45,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
24856,37,0,0,Some-college,10,195189,40,0,Divorced,United-States,Other-service,Black,Unmarried,Female,Private
24857,36,0,0,HS-grad,9,116608,40,0,Divorced,United-States,Exec-managerial,White,Not-in-family,Female,Private
24858,59,0,0,Masters,14,99131,40,1,Widowed,United-States,Exec-managerial,White,Not-in-family,Female,Private
24859,52,0,0,HS-grad,9,186117,56,1,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Local-gov
24860,29,0,0,HS-grad,9,67053,40,0,Never-married,Thailand,Other-service,Asian-Pac-Islander,Not-in-family,Male,State-gov
24861,39,0,0,Some-college,10,325374,40,0,Never-married,United-States,Adm-clerical,White,Not-in-family,Male,Private
24862,43,0,0,HS-grad,9,111949,35,0,Married-civ-spouse,United-States,Other-service,White,Wife,Female,Private
24863,19,0,0,Some-college,10,194905,30,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
24864,60,0,0,Assoc-voc,11,195453,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Local-gov
24865,75,0,0,Some-college,10,316119,8,0,Widowed,United-States,Prof-specialty,White,Not-in-family,Female,Private
24866,58,0,0,HS-grad,9,319733,70,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Federal-gov
24867,21,0,0,Masters,14,99199,15,0,Never-married,United-States,Transport-moving,White,Own-child,Male,State-gov
24868,28,0,0,HS-grad,9,204600,40,0,Separated,United-States,Protective-serv,White,Other-relative,Male,Private
24869,40,0,0,10th,6,173307,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
24870,45,0,0,HS-grad,9,34446,50,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Self-emp-not-inc
24871,41,0,0,Some-college,10,175642,40,0,Never-married,United-States,Craft-repair,White,Not-in-family,Female,Private
24872,58,0,0,HS-grad,9,203735,40,0,Divorced,United-States,Exec-managerial,White,Unmarried,Female,Private
24873,26,0,0,HS-grad,9,197967,65,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24874,29,0,0,Assoc-acdm,12,413297,45,0,Never-married,Mexico,Sales,White,Not-in-family,Male,Private
24875,45,0,0,Masters,14,240841,40,0,Never-married,United-States,Prof-specialty,White,Not-in-family,Female,Private
24876,23,0,0,Assoc-acdm,12,152189,40,0,Never-married,United-States,Other-service,White,Not-in-family,Male,Private
24877,39,0,0,HS-grad,9,85874,40,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,State-gov
24878,22,0,0,HS-grad,9,362623,40,0,Never-married,United-States,Handlers-cleaners,White,Own-child,Male,Private
24879,67,0,0,7th-8th,4,37170,3,0,Divorced,United-States,None,White,Not-in-family,Male,None
24880,28,0,0,HS-grad,9,30912,40,0,Married-civ-spouse,United-States,Adm-clerical,White,Husband,Male,Private
24881,23,0,0,Some-college,10,35448,25,0,Never-married,United-States,Other-service,White,Unmarried,Female,Private
24882,33,0,0,HS-grad,9,173248,35,0,Married-civ-spouse,United-States,Other-service,Black,Husband,Male,Private
24883,37,0,0,Assoc-voc,11,49626,43,0,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
24884,19,0,0,Some-college,10,102723,40,0,Never-married,United-States,Adm-clerical,White,Own-child,Female,Private
24885,90,0,0,1st-4th,2,166343,40,0,Widowed,United-States,None,Black,Not-in-family,Female,None
24886,35,0,0,11th,7,168322,40,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Private
24887,62,0,0,7th-8th,4,131117,38,0,Divorced,Columbia,Tech-support,White,Unmarried,Female,Private
24888,20,0,0,Some-college,10,210474,15,0,Never-married,United-States,None,White,Own-child,Female,None
24889,25,0,0,HS-grad,9,110138,40,0,Never-married,United-States,Other-service,White,Not-in-family,Male,Private
24890,21,0,0,HS-grad,9,107452,40,0,Never-married,United-States,Craft-repair,White,Other-relative,Male,Private
24891,32,0,0,Some-college,10,160594,35,0,Never-married,United-States,Other-service,White,Own-child,Male,Private
24892,70,0,0,HS-grad,9,334666,12,0,Widowed,United-States,Adm-clerical,White,Not-in-family,Female,Local-gov
24893,57,0,0,11th,7,104272,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24894,31,0,0,Some-college,10,19491,40,0,Never-married,United-States,Craft-repair,White,Not-in-family,Male,Private
24895,37,0,0,Bachelors,13,128715,60,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24896,34,0,0,HS-grad,9,128063,36,0,Divorced,United-States,Other-service,White,Unmarried,Female,Private
24897,26,0,0,Some-college,10,37023,78,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
24898,44,0,0,Some-college,10,68748,48,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24899,66,0,0,7th-8th,4,140576,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24900,39,0,0,HS-grad,9,327435,40,0,Divorced,United-States,Craft-repair,White,Unmarried,Female,Local-gov
24901,31,0,0,HS-grad,9,202729,40,1,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
24902,53,0,0,Assoc-voc,11,277471,40,1,Married-civ-spouse,United-States,Tech-support,White,Husband,Male,Private
24903,36,0,0,HS-grad,9,189670,50,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Wife,Female,Private
24904,61,0,0,9th,5,204908,40,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24905,43,0,0,Bachelors,13,171841,40,1,Married-civ-spouse,United-States,Sales,White,Husband,Male,Private
24906,38,0,0,Some-college,10,78247,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24907,26,0,0,HS-grad,9,68895,50,0,Never-married,Mexico,Adm-clerical,White,Not-in-family,Male,Private
24908,27,0,0,HS-grad,9,56658,8,0,Married-civ-spouse,United-States,Handlers-cleaners,Amer-Indian-Eskimo,Husband,Male,Private
24909,58,0,0,9th,5,259216,40,0,Divorced,United-States,Other-service,White,Not-in-family,Female,Local-gov
24910,37,0,0,HS-grad,9,270278,12,0,Divorced,Puerto-Rico,Adm-clerical,White,Unmarried,Female,State-gov
24911,56,0,0,7th-8th,4,238806,26,0,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24912,36,0,0,Some-college,10,111128,60,1,Separated,United-States,Exec-managerial,White,Not-in-family,Male,Private
24913,29,0,0,HS-grad,9,119429,40,0,Never-married,United-States,Craft-repair,Black,Not-in-family,Male,Private
24914,28,0,0,10th,6,73037,30,0,Never-married,United-States,Transport-moving,White,Unmarried,Male,Private
24915,61,0,0,Doctorate,16,84409,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Self-emp-not-inc
24916,66,0,0,9th,5,274451,25,1,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
24917,21,0,0,Assoc-acdm,12,124242,40,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
24918,26,0,0,HS-grad,9,159732,40,0,Widowed,United-States,Transport-moving,White,Not-in-family,Male,Private
24919,21,0,0,Some-college,10,161415,50,0,Never-married,United-States,Craft-repair,White,Not-in-family,Male,Private
24920,33,0,0,HS-grad,9,157568,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
24921,33,0,0,HS-grad,9,168030,32,0,Divorced,United-States,Other-service,White,Unmarried,Female,Private
24922,82,0,0,7th-8th,4,130329,50,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-inc
24923,34,0,0,Doctorate,16,56964,50,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,State-gov
24924,29,0,0,Bachelors,13,370509,50,1,Married-civ-spouse,France,Exec-managerial,White,Husband,Male,Private
24925,19,0,0,Some-college,10,106306,40,0,Divorced,United-States,Other-service,White,Own-child,Female,Private
24926,57,0,0,HS-grad,9,56480,1,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Self-emp-not-inc
24927,27,0,0,Some-college,10,404421,40,0,Never-married,United-States,Handlers-cleaners,Black,Not-in-family,Male,Private
24928,33,0,0,HS-grad,9,194901,45,0,Never-married,United-States,Craft-repair,White,Not-in-family,Male,Private
24929,43,0,0,Some-college,10,164790,50,1,Divorced,United-States,Adm-clerical,Black,Not-in-family,Male,State-gov
24930,72,0,0,Some-college,10,94242,16,0,Widowed,United-States,Tech-support,White,Not-in-family,Female,Federal-gov
24931,68,0,0,HS-grad,9,365020,40,0,Married-civ-spouse,United-States,Sales,White,Husband,Male,Self-emp-not-inc
24932,29,0,0,HS-grad,9,160512,40,0,Separated,United-States,Adm-clerical,White,Own-child,Female,Private
24933,41,0,0,Bachelors,13,170331,60,0,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
24934,30,0,0,HS-grad,9,101266,40,0,Married-civ-spouse,United-States,Protective-serv,White,Husband,Male,Private
24935,54,0,0,5th-6th,3,217718,30,0,Married-spouse-absent,Haiti,Other-service,Black,Unmarried,Female,Private
24936,39,0,0,Bachelors,13,361838,6,1,Married-civ-spouse,United-States,None,White,Wife,Female,None
24937,41,0,0,Assoc-voc,11,283917,35,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,State-gov
24938,48,0,0,HS-grad,9,39530,40,0,Divorced,United-States,Adm-clerical,White,Not-in-family,Female,Private
24939,66,0,0,7th-8th,4,212185,48,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
24940,25,0,0,Bachelors,13,90752,50,0,Never-married,United-States,Sales,White,Not-in-family,Female,Self-emp-inc
24941,22,0,0,Some-college,10,210802,35,0,Never-married,United-States,None,Black,Not-in-family,Female,None
24942,31,0,0,Prof-school,15,340880,60,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
24943,43,0,0,HS-grad,9,113211,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Self-emp-not-inc
24944,42,0,0,Some-college,10,134509,40,0,Never-married,United-States,Transport-moving,Black,Unmarried,Female,Private
24945,20,0,0,HS-grad,9,147280,40,0,Never-married,United-States,Other-service,Other,Other-relative,Male,State-gov
24946,40,0,0,Bachelors,13,145441,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
24947,65,0,0,HS-grad,9,398001,20,0,Widowed,United-States,Adm-clerical,White,Not-in-family,Female,Private
24948,53,0,0,Bachelors,13,31588,52,1,Married-civ-spouse,United-States,Prof-specialty,White,Husband,Male,Private
24949,38,0,0,HS-grad,9,121135,40,0,Married-civ-spouse,United-States,None,White,Husband,Male,None
24950,44,0,0,Masters,14,186916,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24951,22,0,0,Assoc-acdm,12,115244,40,0,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Private
24952,41,0,0,Some-college,10,169995,20,0,Divorced,United-States,Protective-serv,White,Not-in-family,Male,Local-gov
24953,48,0,0,Assoc-voc,11,52240,25,1,Married-civ-spouse,United-States,Exec-managerial,White,Wife,Female,Self-emp-not-inc
24954,52,0,0,7th-8th,4,35305,7,0,Never-married,United-States,Other-service,White,Own-child,Female,Private
24955,45,0,0,Bachelors,13,160724,45,1,Married-civ-spouse,China,Exec-managerial,Asian-Pac-Islander,Husband,Male,Self-emp-not-inc
24956,29,0,0,9th,5,210464,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
24957,41,0,0,Some-college,10,207685,21,0,Divorced,United-States,Other-service,White,Not-in-family,Male,Private
24958,38,0,0,Some-college,10,233717,60,0,Divorced,United-States,Exec-managerial,Black,Unmarried,Male,Private
24959,32,0,0,Some-college,10,222205,40,1,Married-civ-spouse,United-States,Prof-specialty,White,Wife,Female,Private
24960,37,0,0,HS-grad,9,167613,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Private
24961,55,0,0,10th,6,148773,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
24962,62,0,0,HS-grad,9,68268,40,0,Married-civ-spouse,United-States,Transport-moving,White,Husband,Male,Local-gov
24963,48,0,0,HS-grad,9,174533,40,0,Married-civ-spouse,United-States,Machine-op-inspct,White,Husband,Male,Private
24964,43,0,0,Some-college,10,273230,50,1,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24965,25,0,0,HS-grad,9,187502,24,0,Never-married,United-States,Sales,Black,Own-child,Male,Private
24966,47,0,0,HS-grad,9,209320,40,0,Separated,United-States,Other-service,White,Not-in-family,Female,Private
24967,49,0,0,Bachelors,13,56841,70,0,Married-civ-spouse,United-States,Farming-fishing,White,Husband,Male,Self-emp-not-inc
24968,55,0,0,HS-grad,9,254627,40,0,Married-civ-spouse,United-States,Other-service,White,Husband,Male,Private
24969,42,0,0,HS-grad,9,42703,40,0,Divorced,United-States,Adm-clerical,White,Unmarried,Female,Private
24970,40,0,0,HS-grad,9,374137,40,0,Divorced,United-States,Adm-clerical,White,Own-child,Male,Private
24971,34,0,0,Assoc-voc,11,196385,40,0,Married-civ-spouse,United-States,Exec-managerial,White,Husband,Male,Private
24972,38,0,0,HS-grad,9,192930,10,0,Separated,United-States,Sales,White,Unmarried,Female,Private
24973,39,0,0,HS-grad,9,99527,40,1,Married-civ-spouse,United-States,Craft-repair,White,Husband,Male,Private
24974,45,0,0,Assoc-acdm,12,185437,55,0,Divorced,United-States,Craft-repair,White,Not-in-family,Female,Private
24975,43,0,0,Assoc-acdm,12,247162,40,0,Never-married,United-States,Sales,White,Own-child,Male,Private
